sii_id,codigo,fecha,corte,instancia,resumen
13761,16.619-2017,2019-02-06,Corte Suprema,Corte Suprema,"Prescripción extraordinaria – Malicia tributaria – Reinversión – Artículo 200 inciso segundo del Código Tributario – Artículo 14 letra A N° 1, letra c) de la Ley sobre Impuesto a l"
13762,24870-2018,2019-02-07,Corte Suprema,Corte Suprema,"Devolución de impuestos pagados indebidamente – Actos reclamables – Recurso de Casación en la Forma – Tributación de cooperativas – Artículos 124, 126 y 6 letra b) N°5 del Código T"
13763,24870-2017,2019-02-07,Corte Suprema,Corte Suprema,"Sentencia de reemplazo - Devolución de impuestos pagados indebidamente – Actos reclamables – Recurso de Casación en la Forma – Tributación de cooperativas – Artículos 124, 126 y 6 "
13764,3972-2017,2019-02-12,Corte Suprema,Corte Suprema,"PPUA – Pérdida tributaria – Corrección monetaria – Ingreso por Impuesto diferido – Artículo 29, 31 inciso 1°, 32 N°1 letra b) y 41 de la Ley sobre Impuesto a la Renta"
13768,7149-2017,2019-02-05,Corte Suprema,Corte Suprema,IVA - Impuesto Especifico al Diesel - Ley 18.502 - artículo 1074 del Código Civil - Artículo 35 del código de Comercio
13769,32731-2018,2019-02-07,Corte Suprema,Corte Suprema,14 bis de la Ley sobre Impuesto a la Renta
13770,24800-2018,2019-02-14,Corte Suprema,Corte Suprema,Contabilidad fidedigna - Articulo 20 N° 3 de la Ley sobre Impuesto a la Renta
13771,24737-2018,2019-02-14,Corte Suprema,Corte Suprema,"Recurso de casación en la forma y en el fondo- PPUA- Artículos 12, 31, 39 y 97 de la Ley sobre Impuesto a la Renta."
13773,GR-19-00023-2018,2019-02-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,Reliquidación fuera de los plazos de prescripción del SII
13775,GR-08-00076-2017,2019-01-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Rectificacion Formulario 22 - Acreditación de costos y gastos
13776,19299-18,2019-02-07,Corte Suprema,Corte Suprema,Gasto Necesario - Infracción de ley Art. 31 LIR
13787,GR-19-00026-2017,2019-02-05,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,"Normas relacionadas: Artículos 2196 y 1709, Código Civil; Artículos 1, N° 3 y 26 Ley de Timbres y Estampillas Perdida Tributaria Gastos por reajuste por préstamos entre empresas re"
13801,GS-02-00002,2019-02-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,Omisión maliciosa de declaraciones para la determinación de impuestos IVA Declaración y Pago Simultáneo
13802,GS-02-00003,2019-02-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,Declaraciones maliciosamente incompletas o falsas Omisión maliciosa en contabilidad Procedimientos dolosos
13803,4057-2018,2019-02-13,Corte de Apelaciones,Corte de Apelaciones de Santiago,Facilitación de boletas – Artículo 97 N°4 inciso final del Código Tributario Sobreseimiento parcial definitivo – Artículo 250 letra a) del Código Procesal Penal
13804,65-2017,2019-02-07,Corte de Apelaciones,Corte de Apelaciones de Concepción,Vistos se confirma
13805,43-2018,2019-02-12,Corte de Apelaciones,Corte de Apelaciones de Santiago,Vistos se confirma
13807,36-2018,2019-02-12,Corte de Apelaciones,Corte de Apelaciones de Valparaíso,PPUA - Acreditación de gastos
13808,5704-2018,2019-02-12,Corte de Apelaciones,Corte de Apelaciones de Temuco,Recurso de protección - Timbraje de documentos IVA
13809,155-2018,2019-02-01,Corte de Apelaciones,Corte de Apelaciones de Santiago,Retardo en enterar en Tesorería impuestos sujetos a retención - Infracción - Sanción multa
13810,3498-2018,2019-02-12,Corte de Apelaciones,Corte de Apelaciones de Santiago,"Prescripción - Convención Americana de Derechos Humanos - Debido proceso - <span style=""background-color: rgba(0, 0, 0, 0);"">Convenio Europeo sobre Derechos Humanos y en el artícul"
13820,9305-2017,2019-02-20,Corte Suprema,Corte Suprema,"PPUA – Pérdida tributaria – Goodwill – Carga de la prueba – Artículos 21, 59 y 200 del Código Tributario – Artículos 31 N°3, 96 y 97 de la Ley sobre Impuesto a la Renta"
13821,6513-2017,2019-02-25,Corte Suprema,Corte Suprema,"Plazo Citación – Requerimiento de antecedentes – Renta Presunta – Venta inmueble – Artículos 59, 63 y 200 del Código Tributario"
13860,61-2018,2019-02-27,Corte de Apelaciones,Corte de Apelaciones de Santiago,"Prescripción de la acción de cobro – Interrupción y suspensión de prescripción – Artículo 24, 200 y 201 del Código Tributario"
13871,164-2018,2019-02-27,Corte de Apelaciones,Corte de Apelaciones de Santiago,Perdida de ejercicio anteriores - Corrección Monetaria
13872,87-2018,2019-02-18,Corte de Apelaciones,Corte de Apelaciones de Valparaíso,Pérdida de documentos
13873,96-2018,2019-02-19,Corte de Apelaciones,Corte de Apelaciones de Concepción,RETIRO PRESUNTO
13874,31-2018,2019-01-23,Corte de Apelaciones,Corte de Apelaciones de Temuco,Gastos rechazados
13875,328 – 2017,2019-02-25,Corte de Apelaciones,Corte de Apelaciones de Santiago,Retardo en enterar en arcas fiscales Impuestos de retención – Artículo 97 N°11 del Código Tributario – Gastos rechazados – artículo 21 de la Ley sobre Impuesto a la Renta
13876,20-2018,2019-01-30,Corte de Apelaciones,Corte de Apelaciones de Temuco,GASTOS RECHAZADOS - INADMISIBILIDAD PROBATORIA
13882,159-2018,2019-01-25,Corte de Apelaciones,Corte de Apelaciones de Santiago,INGRESOS - LEASEBACK
13917,133-2018,2019-01-29,Corte de Apelaciones,Corte de Apelaciones de Santiago,97 N°11
13919,152-2018,2019-01-17,Corte de Apelaciones,Corte de Apelaciones de Santiago,Inadmisibilidad por extemporáneo
13920,9-2018,2019-01-30,Corte de Apelaciones,Corte de Apelaciones de Santiago,Inadmisible por extemporáneo
13921,24757,2019-02-18,Corte de Apelaciones,Corte de Apelaciones de Concepción,Gastos no relacionados al giro Pago intereses por préstamos que no son del giro
13940,GR-14-00068-2017,2019-02-28,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,Deducción de intereses por contrato de cuenta corriente mercantil Gastos necesarios para producir la renta
13941,GR-14-00066-2017,2019-02-22,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,Supuestos configuración agencia o establecimiento permanente en el extranjero Tributación ingresos de fuente extranjera Sueldo empresarial Devolución PPUA Subdeclaración de ingreso
13980,GR-10-00003-2018,2019-03-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Inicio del plazo del art. 126 CT
13981,AB-10-00001-2018,2019-03-01,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Buena Fe - Cobro Retroactivo Reavalúo de Bienes Raíces
13982,GR-15-00075-2017,2019-03-05,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Crédito Contribuciones
13983,GR-10-00013-2018,2019-03-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Extemporáneo - Oficio Ordinario no es reclamable - Reavalúo Bienes Raíces
13984,GR-18-00322-2014,2019-03-06,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Tasación Art. 35 LIR - Falta de Citación
13985,GR-17-00005-2015,2019-03-06,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,PPUA
13987,GS-18-00007-2017,2019-03-12,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Dolo - Malicia - Falta de Diligencia
14000,GR-17-00143-2016,2019-03-04,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Reclamo Extemporáneo
14001,GR-17-00210-2014,2019-03-12,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,"Gastos rechazados a S.A. que son socias de sociedades de personas, se entienden retirados, afectándose con el Impuesto Único de 35% del artículo 21 de la LIR (AT 2009)"
14002,GR-10-00005-2018,2019-03-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Efecto de facturas tecnológicamente falsas
14020,32-2018,2019-03-06,Corte de Apelaciones,Corte de Apelaciones de Temuco,.
14021,45-2018,2019-03-06,Corte de Apelaciones,Corte de Apelaciones de Temuco,.
14022,57-2018,2019-03-05,Corte de Apelaciones,Corte de Apelaciones de Valparaíso,Prescripción
14040,112 -  2015,2015-06-25,Otros,Tribunal de Juicio Oral en lo Penal de Valdivia,Comiso - Comercio Clandestino
14041,GR-17-00235-2014,2019-03-12,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Base del Impuesto Global Complementario Gastos Rechazados Retiros presuntos
14043,3265 - 2015,2018-01-30,Juzgado de Garantía,1º Juzgado de Garantía de Santiago,Asociación ilícita - Contrabando -Lavado de activos - Delito Tributario del artículo 97 N°4 inciso 1
14044,274-2016,2016-06-28,Corte de Apelaciones,Corte de Apelaciones de Valdivia,comercio clandestino
14045,GR-17-00259-2014,2019-03-08,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,pago provisionales de utilidades absorbidas gastos rechazados
14047,GR-18-00332-2013,2019-03-14,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,PPUA
14050,GR-18-00314-2014,2019-03-07,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,"Retiros y dividendos percibidos por personas naturales con contabilidad simplificada, y/o rentas obtenidas por participación en sociedades con contabilidad simplificada o renta pre"
14051,N° GR-18-00359-2014,2019-03-08,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Doble Liquidación
14052,GR-18-00269-2014,2019-03-01,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Subdeclaración de la base imponible ingresos brutos
14060,GS-10-00009-2018,2019-03-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,"Declaraciones de impuesto al valor agregado maliciosamente falsas - Facturas maliciosamente falsas - <span style=""background-color: rgba(0, 0, 0, 0);"">Facturas Ideológicamente fals"
14062,5561 - 2013,2014-06-15,Juzgado de Garantía,Juzgado de Garantía de Calama,comercio clandestino
14063,GR-18-00280-2014,2019-03-14,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Solicitud de Modificación de avaluó de terreno
14064,GS-10-00026-2018,2019-03-12,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,"Nulidad de derecho publico - <span style=""background-color: rgba(0, 0, 0, 0);"">Declaración maliciosamente falsa</span>"
14065,GS-10-00059-2018,2019-03-01,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Facturas maliciosamente falsas
14069,ES-08-00001-2019,2019-03-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,OTORGAR GUÍA DESPACHO SIN CUMPLIR REQUISITOS LEGALES Y REGLAMENTARIOS
14082,GR-08-00094-2017,2019-03-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,TASACIÓN DE LA BASE IMPONIBLE RENTA MÍNIMA IMPONIBLE
14083,18-00369-2014,2019-03-15,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Gasto en Remuneraciones
14100,AGR-15-00059-2017,2018-03-28,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Desistimiento
14101,ES-08-00003-2019,2019-03-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,No otorgamiento guía despacho - Fraccionamiento monto de la operación
14105,GR-16-00019-2017,2019-03-28,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,FUT - Pérdida de arrastre
14106,GR-07-00036-2017,2019-03-25,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,<b>Habitualidad</b> enajenación Bienes Raíces
14120,17-00012-2015,2019-03-21,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Provisiones y castigo de los Créditos Institución Financiera
14127,GR-18-00396-2014,2019-03-22,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Contabilización de Activo Fijo - Bien Raíz
14131,17-00045-2015,2019-03-27,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Tasación
14132,06-00009-2018,2019-03-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,CRÉDITO FALSO
14133,GR-08-00089-2017,2019-03-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Diferencias de Impuestos al valor agregado
14134,GR-08-00101-2017,2019-03-25,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Rechazo de perdidas de arastre
14135,GS-08-00085-2017,2019-03-21,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Facturas Falsas - Dolo o Malicia
14162,10-00090-2016,2019-03-29,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,RECHAZO DE DEVOLUCION DE PPUA
14163,969 - 2012,2013-06-24,Juzgado de Garantía,Juzgado de Garantía de Tocopilla,Infracción ARTÍCULO 81 LEY Nº 17.336 - Artículo 97 N°9 del Código Tributario
14164,3245-2012,2013-07-25,Juzgado de Garantía,Juzgado de Garantía Copiapó,Artículo 97 N°9 Código Tributario
14165,2883-2007,2008-03-12,Juzgado de Garantía,Juzgado de Garantía de Valparaíso,Artículo 97 N°9 Código Tributario
14166,VD-15-00110-2018,2019-03-27,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,VULNERACIÓN DE DERECHOS
14168,GS-10-00025-2018,2019-03-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Prescripción de Acta Denuncia 97 N° 4
14220,10 - 2013,2013-07-18,Corte de Apelaciones,Corte de Apelaciones de Valdivia,Artículo 97 N° 9 Código Tributario
14221,2692-2011,2012-10-02,Juzgado de Garantía,Juzgado de Garantía de Villa Alemana,Comercio clandestino
14222,5611-2013,2014-08-01,Juzgado de Garantía,Juzgado de Garantía de San Antonio,Artículo 97 Nº 8º del Código Tributario
14223,7-2019,2019-04-10,Otros,Tribunal de Juicio Oral en lo Penal de los Andes,DELITO: TRAFICO DE DROGAS Y OTROS
14224,5616 - 2011,2012-05-25,Corte Suprema,Corte Suprema,DELITOS CONTRA LEY DE PROPIEDAD INDUSTRIAL Comercio Clandestino
14232,112 - 2015,2016-03-12,Otros,Tribunal de Juicio Oral en lo Penal de Valdivia,"Artículo 97 N° 9 del Código Tributario - <span style=""background-color: rgba(0, 0, 0, 0);"">Comercio clandestino </span>"
14243,GS-10-00032-2018,2019-04-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Circunstancias agravantes y atenuantes de 107 CT - Declaraciones maliciosamente incompletas
14244,GR-10-00016-2018,2019-04-02,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,RLI Colegios - Buena Fe - Reliquidación
14245,GR-10-000014-2018,2019-04-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Desidia Probatoria - Onus Probandi
14252,GR-10-00008-2018,2019-04-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Costo Directo Contrato Promesa de Construcción - Contabilidad Fidedigna
14300,6821-2017,2019-03-04,Corte Suprema,Corte Suprema,"Reclamo por vulneración de Derechos - Derecho a recibir información - <span style=""background-color: rgba(0, 0, 0, 0);"">Reclamo extemporáneo</span>"
14301,21872-17,2019-03-12,Corte Suprema,Corte Suprema,Subdeclaración de Ingresos - Renta Presunta - Venta de Activo Fijo
14302,10.368-17.,2019-03-13,Corte Suprema,Corte Suprema,PPUA – Pérdida Tributaria – Deducción de gastos por robo
14303,15256-18,2019-03-04,Corte Suprema,Corte Suprema,Recurso de Queja – Reavalúo – Procedimiento de Reclamo de los Avalúos de Bienes Raíces - Coeficiente corrector – Área homogénea
14320,29903-2017,2019-03-26,Corte Suprema,Corte Suprema,Pago Provisional por Utilidades Absorbidas - Gasto Necesario - Corrección Monetaria
14327,24905-2017,2019-04-09,Corte Suprema,Corte Suprema,Justificación de Inversiones - D.F.L. N° 2 de 1959 - Pérdida del Beneficio - Arrendamiento - Ingreso No Renta
14340,7072-2019,2019-04-15,Corte Suprema,Corte Suprema,Inadmisibilidad del Reclamo - Reclamo Extemporáneo - Incidente de Nulidad
14341,2850-2019,2019-04-10,Corte Suprema,Corte Suprema,Gastos - Deudores incobrables y castigo de mercaderías - Médida para mejor resolver
14342,7070-2019,2019-04-03,Corte Suprema,Corte Suprema,Diferencias de Impuesto de Primera Categoría - Acreditación de Gastos
14343,2022-2019,2019-04-29,Corte Suprema,Corte Suprema,Desistimiento
14344,4450-2019,2019-04-29,Corte Suprema,Corte Suprema,Desistimiento
14345,8745-2019,2019-04-30,Corte Suprema,Corte Suprema,Recurso de Protección - Apelación
14346,12165-2017,2019-04-29,Corte Suprema,Corte Suprema,Ultra Petita - Sana Crítica - Buena Fe - Arriendo inmueble amoblado
14347,30395-2017,2019-04-30,Corte Suprema,Corte Suprema,"Crédito por Adquisiciones de Bienes Físicos del Activo inmovilizado - Capitalización Utilidades Acumuladas - Aumento de Capital - D.F.L N°2 de 1998, sobre Subvención del Estado a E"
14348,31700-2017,2019-04-30,Corte Suprema,Corte Suprema,Impuesto Adicional – Comisión
14360,170-2018,2019-03-27,Corte de Apelaciones,Corte de Apelaciones de Santiago,Incidente Incompetencia
14388,26-2018,2019-03-20,Corte de Apelaciones,Corte de Apelaciones de Temuco,Crédito Fiscal IVA y gasto asociado a compra de minibus
14400,167-2018,2019-04-02,Corte de Apelaciones,Corte de Apelaciones de Santiago,JUSTIFICACION DE INVERSIONES
14401,232-2018,2019-04-09,Corte de Apelaciones,Corte de Apelaciones de Santiago,"VULNERACION DE DERECHOS, EMISION DE GIROS SUPLEMENTARIOS DE CONTRIBUCIONES RETROACTIVAS POR LOS AÑOS 2013, 2014, 2015 Y 2016. ARTICULO 19, LEY SOBRE IMPUESTO TERRITORIAL"
14402,40-2018,2019-04-12,Corte de Apelaciones,Corte de Apelaciones de Temuco,GASTOS NECESARIOS PARA PRODUCIR LA RENTA
14403,17-2018,2019-04-12,Corte de Apelaciones,Corte de Apelaciones de Temuco,"GASTOS NECESARIOS PARA PRODUCIR LA RENTA, ARTICULO 31, LEY DE LA RENTA"
14404,41-2018,2019-04-12,Corte de Apelaciones,Corte de Apelaciones de Temuco,SE RECHAZO LA ALEGACION DE INADMISIBILIDAD PROBATORIA DE LOS DOCUMENTOS ACOMPAÑADOS POR LA PARTE RECLAMANTE
14405,93-2018,2019-03-21,Corte de Apelaciones,Corte de Apelaciones de Concepción,Aplicación de norma sobre depreciación en relación a nave y artefactos navales.
14406,34-2018,2019-04-10,Corte de Apelaciones,Corte de Apelaciones de Temuco,EL CONTRIBUYENTE UTILIZO FACTURAS FALSAS AUMENTANDO MALICIOSAMENTE SU CREDITO FISCAL.
14407,29-2018,2019-04-10,Corte de Apelaciones,Corte de Apelaciones de Temuco,"GASTOS DE EXPLOTACION, ARTICULOS 30 Y 31 DE LA LEY DE LA RENTA"
14408,44-2018,2019-04-03,Corte de Apelaciones,Corte de Apelaciones de Temuco,"NO HA EXISTIDO VULNERACION DE DERECHOS, EL SII NO HA ACTUADO DE MANERA ILEGAL"
14409,3603-2018,2019-04-11,Corte de Apelaciones,Corte de Apelaciones de Santiago,Prescripción
14420,4248-2019,2019-05-13,Corte Suprema,Corte Suprema,Reclamo de Ilegalidad - Beneficio DFL N° 2 de 1959
14421,2765-2019,2019-05-02,Corte Suprema,Corte Suprema,Recurso de Protección - Impuesto Territorial – Rebaja de Impuesto Territorial a adultos mayores vulnerables económicamente – Historia fidedigna de la Ley
14422,31713-2017,2019-05-08,Corte Suprema,Corte Suprema,Vulneración de derechos – Requerimiento de Antecedentes - Procedimiento de Recopilación de Antecedentes
14423,18222-2017,2019-05-09,Corte Suprema,Corte Suprema,Fusión – Goodwill – Gastos de organización y puesta en marcha – Prescripción – Buena Fe
14424,5538-2019,2019-05-09,Corte Suprema,Corte Suprema,Recurso de Casación en el Fondo - Inadmisible - Errores de derecho de que adolece la sentencia recurrida
14427,11500-2019,2019-05-16,Corte Suprema,Corte Suprema,Recurso de Protección - Inadmisible - Modificación individual al Avalúo Fiscal - Recurso Extraordinario de Revisión
14428,6882-2019,2019-05-23,Corte Suprema,Corte Suprema,Recurso de Casación en el Fondo - Inadmisible - Fiscalización dentro del plazo de prescripción – Declaración de la prescripción de oficio
14429,12406-2019,2019-05-20,Corte Suprema,Corte Suprema,Recurso de Protección - Inadmisible - Incentivo de Ahorro
14430,10299-2019,2019-06-11,Corte Suprema,Corte Suprema,Justificación de Inversiones
14431,12501-2019,2019-06-06,Corte Suprema,Corte Suprema,Prescripción – Plazo razonable – Artículo 8 Convención Americana de Derechos Humanos
14432,281-2019,2019-06-06,Corte Suprema,Corte Suprema,Recurso de Queja – Secreto Tributario
14433,201-2018,2019-04-30,Corte de Apelaciones,Corte de Apelaciones de Santiago,"MAYOR VALOR OBTENIDO EN VENTA DE ACCIONES, TASACION, ARTÍCULO 64 DEL CODIGO TRIBUTARIO"
14434,223-2017,2019-04-30,Corte de Apelaciones,Corte de Apelaciones de Santiago,"PERDIDA TRIBUTARIA DE EJERCICIOS ANTERIORES, ARTÍCULO 31 N°3 Y GASTOS RECHAZADOS, ARTÍCULOS 30 Y 31"
14435,28456-2019,2019-04-18,Corte de Apelaciones,Corte de Apelaciones de Santiago,SE DECLARA INADMISIBLE EL RECURSO DE PROTECCION POR NO HABERSE MENCIONADO LOS HECHOS QUE VULNERARIAN LAS GARANTIAS CONSTITUCIONALES INDICADAS EN EL ARTICULO 20 DE LA CONSTITUCIÓN P
14436,136-2018,2019-05-02,Corte de Apelaciones,Corte de Apelaciones de Santiago,SE CONFIRMA EL FALLO DEL TRIBUNAL TRIBUTARIO Y ADUANERO QUE RECHAZO EL RECLAMO DEL CONTRIBUYENTE
14437,137-2018,2019-05-02,Corte de Apelaciones,Corte de Apelaciones de Santiago,"SE CONFIRMA EL FALLO DEL TRIBUNAL TRIBUTARIO Y ADUANERO QUE RECHAZO EL RECLAMO DEL CONTRIBUYENTE, PERDIDAS DE ARRASTRE ARTÍCULO 31 DE LA LEY DE LA RENTA"
14438,166-2018,2019-04-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,Justificación de Inversiones
14440,4857-2018,2019-04-01,Corte de Apelaciones,Corte de Apelaciones de Santiago,SE CONFIRMA FALLO DEL DIRECTOR REGIONAL QUE RECHAZO EL RECLAMO DEL CONTRIBUYENTE
14441,1-2019,2019-04-02,Corte de Apelaciones,Corte de Apelaciones de San Miguel,SE CONFIRMA FALLO DEL TRIBUNAL TRIBUTARIO Y ADUANERO QUE ABSOLVIO AL CONTRIBUYENTE DE LA DENUNCIA PRESENTADA POR EL SII
14442,84-2018,2019-04-02,Corte de Apelaciones,Corte de Apelaciones de San Miguel,SE CONFIRMO SENTENCIA QUE RECHAZO EL RECLAMO PRESENTADO POR EL CONTRIBUYENTE EN MATERIA DE JUSTIFICACION DE INVERSIONES
14443,214-2018,2019-04-10,Corte de Apelaciones,Corte de Apelaciones de Santiago,Tributación Dividendos Provisorios
14445,207-2018,2019-04-11,Corte de Apelaciones,Corte de Apelaciones de Santiago,Requisitos uso Crédito Fiscal IVA
14446,208-2018,2019-04-09,Corte de Apelaciones,Corte de Apelaciones de Santiago,Requisitos que deben cumplir las liquidaciones.
14448,234-2018,2019-04-10,Corte de Apelaciones,Corte de Apelaciones de Santiago,Pago provisional por concepto de Impuesto de Primera Categoría correspondiente a utilidades absorbidas por pérdidas.
14449,7689-2018,2019-04-11,Corte de Apelaciones,Corte de Apelaciones de Santiago,Prescripción
14452,162-2018,2019-04-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,Tributación rentas arrendamiento
14460,VD-15-00010-2018,2018-07-18,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Vulneración de Derechos - Tasación Bienes Raíces
14468,GR-17-00273-2014,2019-04-22,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Desistimiento
14470,GR-17-00254-2016,2019-04-30,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Gastos Rechazados Donaciones
14476,GS-10-00074-2018,2019-04-29,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Declaraciones maliciosamente incompletas o falsas
14479,GR-17-00187-2015,2019-04-17,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Desistimiento recurso de apelación reclamante
14480,GR-17-00215-2015,2019-04-17,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Desistimiento
14481,GR-18-00374-2014,2019-04-18,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Dieta Directores
14500,GS-18-00099-2017,2019-04-26,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Boletas de Honorarios Ideológicamente Falsas
14504,GS-18-00101-2017,2019-04-26,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Boleta de honorario ideológicamente falsas
14505,GR-18-00363-2014,2019-04-17,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Devolución PPM - PPUA
14506,GS-07-00007-2018,2019-04-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Procedimiento del artículo 161 del Código Tributario – Artículo 97 N° 4 inciso segundo del Código Tributario – Prescripción – Acreditación de la falsedad de las facturas
14520,GS-18-00033-2017,2019-04-26,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Boletas de Honorarios ideológicamente falsas
14521,GR-18-00292-2014,2019-04-29,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Renta mínima presunta
14540,GR-18-00289-2014,2019-04-23,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,IVA EXPORTADORES- EFECTIVIDAD DE LAS OPERACIONES
14580,GR-17-00092-2017,2019-06-11,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,PAGO PROVISIONAL POR UTILIDADES ABSORBIDAS - ACREDITACIÓN GASTOS NECESARIOS -
14590,AB-06-00033-2018,2019-06-12,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,IMPUGNACIÓN REAVALÚO BIEN RAÍZ NO AGRÍCOLA - TABLAS DE CLASIFICACIÓN - COEFICIENTE CORRECTOR -
14591,AB-06-00032-2018,2019-06-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,REAVALÚO - COEFICIENTES CORRECTORES - ÁREA HOMOGÉNEA- PROCEDIMIENTO RECLAMO DE AVALÚO DE PREDIOS NO AGRÍCOLA - NULIDAD DEL ACTO ADMINISTRATIVO -
